name,latitude,longitude,verification_score
Luxe Beauty Lounge & Mobile Spa,49.2750743,-123.1233342,"not matched: 45.54, ['Yaletown Gelato', (49.2750378, -123.123373)]"
The Whip Restaurant Gallery,49.2656087,-123.1001643,"partially matched: 60.42, ['The Whip', (49.2655902, -123.1003893)]"
Farina a Legna,49.3121782,-123.0772003,"matched: 98.2, ['Farina a Legna', (49.3122227, -123.077183)]"
"CHI, The Spa at Shangri-La",49.2857174579,-123.1235913704,"not matched: 37.24, ['Miantiao', (49.2855856, -123.123807)]"
Pick N Pay Smokes & Vape Store,49.252295,-122.898136,"not matched: 34.09, ['Pelicana Chicken', (49.2526152, -122.8981989)]"
Enterprise Rent-A-Car,49.2047949279,-123.1291266761,"not matched: 25.56, ['EagleRider', (49.2045746, -123.128066)]"
Pacific Fasteners,49.2691517,-123.0178615,"not matched: 15.77, ['Puptown Girls Dog Lounge & Spa', (49.2686529, -123.0167408)]"
theKhaykery,49.2894021839,-123.1328089535,"not matched: 33.62, ['Robson Street', (49.2895607, -123.1327719)]"
Red Tuna,49.2346344,-123.1844711,"matched: 98.2, ['Red Tuna', (49.2345961, -123.1845122)]"
Langara Golf Course,49.2218419104,-123.1112678123,not matched
Unihealth,49.2638217,-123.1309794,"not matched: 30.49, ['Raga', (49.2636752, -123.1306845)]"
A Monkey Tree,49.1253200232,-123.1823655074,"not matched: 36.62, ['Cucina Piccolo Restaurant', (49.1250437, -123.182526)]"
PRE Therapy,49.254388,-123.0220008,"not matched: 39.31, ['Burnaby Vancouver Jiujitsu', (49.2545037, -123.02201)]"
Blink Brow Bar,49.2880171,-123.1239482,"not matched: 37.46, ['Shoppers Drug Mart', (49.2883499, -123.1238793)]"
Leon's Furniture,49.1934214,-123.0834678,not matched
Magnifique Nail Spa,49.2640014,-123.1768716,"not matched: 38.05, ['Snowcap Creamery and Cafe', (49.264056, -123.1772347)]"
Don Francesco Ristorante,49.2875686,-123.1152137,"not matched: 35.89, ['Rogue Kitchen & Wetbar', (49.2876624, -123.1155926)]"
Bubble Waffle Cafe - Ironwood,49.133038,-123.0963205,"not matched: 39.74, ['Coast Capital Savings', (49.1330307, -123.0961104)]"
Canadian Tire,49.146462,-122.889494,not matched
Grand Chinese Restaurant,49.266893,-123.004262,"matched: 92.8, ['Grand Chinese Restaurant', (49.2668003, -123.0039686)]"
Davie Dental Clinic,49.2821824,-123.1342212,"matched: 99.1, ['Davie Dental Clinic', (49.2821643, -123.1342101)]"
La-Z-Boy Furniture Galleries,49.2289185,-122.854663,not matched
Rebellious Tomato,49.3360429,-123.0722528,"not matched: 31.05, ['North Shore Taekwondo', (49.3360214, -123.0715762)]"
Real Canadian Superstore,49.274128,-122.794605,not matched
Steveston Built Local Taphouse & Grill,49.1241104,-123.1809677,"matched: 87.88, ['Steveston Built Local Taphouse', (49.1240805, -123.1809116)]"
Twisted Fork,49.283194,-123.104445,"not matched: 45.34, ['The Greek Gastown', (49.2830557, -123.1044882)]"
Sushi Cafe Kitchen,49.28203,-123.117622,"not matched: 37.96, ['Bay Sushi Cafe', (49.2821283, -123.116458)]"
Dollarama,49.2269969,-123.0039194,"not matched: 34.96, ['Boston Pizza', (49.2268102, -123.0040761)]"
Belairdirect,49.2787084,-123.113753,"not matched: 35.16, ['Black Rice Izakaya', (49.2784435, -123.1143287)]"
Big Feet,49.2768472,-122.8388503,"not matched: 30.88, ['Port Moody Dental Clinic', (49.2768991, -122.839319)]"
Black & Blue,49.2845587688,-123.1228691903,"matched: 86.85, ['Black+Blue', (49.284544, -123.122899)]"
Gyo-O,49.1851796,-123.1291287,"matched: 91.0, ['Gyo-O', (49.1852777, -123.1295109)]"
The Brick,49.1911473709,-123.1103108911,"not matched: 17.86, ['Dai Jang Kum', (49.1917063, -123.1096164)]"
The Tiki Bar,49.2814968,-123.0745067,"not matched: 16.35, ['Cafe Rosemary', (49.2823797, -123.0742822)]"
Yugo Restaurant,49.2475265,-123.1014138,"partially matched: 65.53, ['Restaurant Yugo', (49.2475507, -123.1013532)]"
Old Street,49.2282553,-122.9982853,"matched: 98.5, ['Old Street', (49.2282193, -122.998302)]"
McDonald's,49.188732,-122.8008064,"not matched: 17.24, ['Famoso Napolitan Pizzeria', (49.1885348, -122.8021256)]"
Anytime Fitness,49.2672366623,-123.1142382765,"not matched: 20.66, ['De Dutch', (49.2672796, -123.113113)]"
Sushi Nanaimo,49.2814954375,-123.0562116417,"matched: 99.4, ['Sushi Nanaimo', (49.281485, -123.0562148)]"
La Cucina Piccolo,49.1250538313,-123.1825871666,"partially matched: 68.96, ['Cucina Piccolo Restaurant', (49.1250437, -123.182526)]"
The Brick,49.2646753487,-123.1380985098,"not matched: 28.21, ['Freshslice Pizza', (49.2641666, -123.138328)]"
Jimmy’s Lunch Box,49.2636652,-122.7800497,"not matched: 20.08, ['Royal Canadian Legion - Branch 133 (Port Coquitlam)', (49.26428, -122.780373)]"
Rice Burger,49.2634268,-123.2089781,"matched: 99.4, ['Rice Burger', (49.2634253, -123.2089645)]"
Anmore Grocery Store,49.32244,-122.855809,not matched
Nick's Barber Shop,49.2643497,-123.1755749,"not matched: 27.76, ['Acadia Veterinary Clinic', (49.2640506, -123.1749793)]"
DanZa Productions,49.2259791,-123.1013748,"not matched: 36.37, ['Main Kabab Hut', (49.2257511, -123.1011754)]"
Chatime East Vancouver,49.280968,-123.048731,"partially matched: 63.89, ['Chatime', (49.2809895, -123.0488387)]"
World Wrap Place,49.284165003,-123.1069467963,"not matched: 40.71, ['Prado', (49.2841207, -123.1069471)]"
KENT Picture Framing,49.2643995,-123.1426076,"not matched: 20.08, ['Old Beijing Roast Duck', (49.263849, -123.1421144)]"
Top Ten Produce,49.2636339,-123.2102875,"not matched: 41.93, ['Pizza Hut', (49.2637428, -123.2104101)]"
Canadian Tire,49.2650954,-123.1137401,not matched
Zhao's Soup House,49.1665898,-123.133569,"not matched: 47.89, ['Beijing Noodle House', (49.1668778, -123.1338885)]"
Rapid Auto Glass,49.2346276,-122.8723653,not matched
Streamline Auto & Window Glass,49.2527352,-122.7628182,not matched
The Gentle Touch,49.2644805,-123.171416,"not matched: 36.36, ['G&F Financial Group', (49.2642596, -123.1710522)]"
Bliss Salon,49.2775678,-123.1230747,"not matched: 31.13, ['Gathering Place', (49.2777635, -123.123614)]"
Nusa Coffee,49.268245,-123.167802,"matched: 99.4, ['Nusa Coffee', (49.2682531, -123.1677783)]"
Vancouver Marriott Pinnacle Downtown Hotel,49.2879055759,-123.120848369,"not matched: 35.49, ['Heritage Asian Eatery', (49.287548, -123.1210389)]"
Omega Pizza & Wings,49.1835793,-122.8018429,"not matched: 29.64, ['Browns Social House', (49.183765, -122.8022751)]"
Avenue Auto Glass,49.2789359,-123.0767651,not matched
Just For Hair,49.2631202,-123.1224844,"not matched: 42.57, ['Banana Leaf on Broadway', (49.2631899, -123.122457)]"
Vancouver Center Shoe Repair,49.281932,-123.118051,"not matched: 39.75, ['West Georgia', (49.2820869, -123.118168)]"
Mr.J's Escape,49.17836,-123.134908,"not matched: 36.97, [""Yuan's Garden Restaurant"", (49.1787192, -123.1349005)]"
Prospect Point,49.3128081869,-123.1428698636,"partially matched: 77.81, ['Prospect Point Cafe', (49.312583, -123.1426417)]"
Spirit Halloween,49.2634,-123.1166716,"not matched: 43.24, ['Benkei Ramen', (49.263494, -123.1164931)]"
Fisherman's Terrace Seafood Restaurant,49.1841117,-123.1335429,"partially matched: 72.7, [""Fisherman's Terrace Seafood Restaurant"", (49.183412, -123.1341756)]"
Hanoi Old Quarter Restaurant,49.2373775,-123.0656173,"matched: 98.2, ['Hanoi Old Quarter Restaurant', (49.2373336, -123.0655854)]"
Michaels,49.263591,-123.11907,"not matched: 28.59, ['Landcaster Medical Supplies & Prescriptions', (49.2634288, -123.118532)]"
Funky Monkey Fun Park,49.19208,-122.836991,not matched
District Factory Outlet,49.2825708,-123.1155533,"not matched: 35.31, ['Peaceful Restaurant', (49.282833, -123.115419)]"
Burnaby Public Library,49.2282583,-123.0063736,"not matched: 23.16, ['RCMP Southwest Community Police Office', (49.2288514, -123.005864)]"
Seahouse Fish & Chips,49.2362021,-123.041154,"partially matched: 78.52, ['The Sea House Fish & Chips', (49.2361352, -123.0414352)]"
Panago Pizza,49.2117603,-122.9241621,"partially matched: 65.0, ['Panago', (49.2116185, -122.9237431)]"
McDonald's,49.3329455,-123.0884783293,"matched: 99.7, [""McDonald's"", (49.3329498, -123.0884842)]"
Connected Minds Cafe and Roastery,49.26148962,-122.8906266019,"matched: 85.95, ['Connected Minds Cafe & Roastery', (49.26174, -122.890843)]"
Z&Y Shanghai Seafood Cuisine,49.178845274,-123.121483326,"partially matched: 79.4, ['Z&Y Shanghai Cuisine', (49.1786828, -123.1216457)]"
Little Billy's Steak House,49.2804942619,-122.9638283447,"partially matched: 76.48, [""Little Billy's"", (49.2805192, -122.9638207)]"
Greyhound Courier Express,49.2341001,-122.8690242,not matched
Avora Skin Spa,49.2824192,-122.7941186,"not matched: 35.26, ['Dr Song Dental', (49.2825439, -122.7937478)]"
Agro Roasters,49.2799024,-123.0769321,not matched
Lillie Family Heating & Plumbing,49.247828,-122.7561037,not matched
JJ Bean Coffee Roasters,49.3240264,-123.0714642,"matched: 94.6, ['JJ Bean Coffee Roasters', (49.3240082, -123.0717041)]"
Gord's Auto Repair,49.2712548,-123.0769928,not matched
Sky Dragon Restaurant,49.270839,-122.757176,"partially matched: 73.13, ['Sky Dragon', (49.2708428, -122.7572194)]"
Muffler Man,49.2168569,-122.9426385,not matched
Rio Theatre,49.2620278,-123.0704824,"not matched: 35.24, ['Broadway Station Sushi', (49.2621886, -123.0707974)]"
Mine & Yours,49.279615,-123.1244977,"not matched: 35.62, [""YaYa's"", (49.2795831, -123.1241526)]"
RC World Ltd,49.2270946005,-123.001137636,"not matched: 19.47, ['Yogen Früz', (49.2265781, -123.000636)]"
Westwood Wines,49.2964296221,-122.8041565418,"not matched: 37.84, ['Polly Pokinos Gourmet Wings', (49.2963606, -122.8035235)]"
We Repair,49.2087204,-123.1235154,"not matched: 4.8, ['Husky', (49.2080622, -123.1229729)]"
Toys Planet,49.229452,-123.004406,"not matched: 34.48, ['Ali Shan', (49.2295475, -123.0051017)]"
Golden Spring Szechuan Restaurant,49.1833506,-123.1357527,"partially matched: 57.36, ['Chengdu Xiao Chi Restaurant', (49.1834675, -123.1353924)]"
Sugar Catering,49.2098268,-123.1096752,not matched
Mahaveer Chefs choice,49.1886495312,-122.8457026184,"not matched: 35.92, ['Precision Hearing Clinic', (49.1885648, -122.846171)]"
Red Robin Gourmet Burgers and Brews,49.2734749,-122.7935344,"not matched: 15.64, [""Nando's"", (49.2738174, -122.7924448)]"
WhataFood Brazilian Street Food,49.2018517,-122.9129593,"not matched: 43.01, ['The Old Spaghetti Factory', (49.2018963, -122.91265)]"
BBT Cafe,49.2310505336,-123.155708313,"not matched: 40.62, ['Chatime', (49.2310932, -123.155862)]"
Bon Bon Bakery,49.280664,-122.999621,"not matched: 32.62, ['The Zeus', (49.2808614, -122.9993443)]"
Smithrite Disposal,49.229176,-122.8258,not matched
RowanSky,49.2838378,-123.1099116,"not matched: 28.42, ['Greedy Pig', (49.283846, -123.109409)]"
Optimum Family Chiropractic,49.2794484123,-122.8288150071,"not matched: 37.47, ['Suter Brook Dental', (49.2796266, -122.8288875)]"
ZenQ Ironwood,49.1337092,-123.0915167,not matched
Gold's Gym,49.2633392786,-123.2419883772,not matched
Larry's Sports,49.3278159,-123.0724668,"not matched: 49.52, ['Haru Sushi', (49.3279098, -123.0724225)]"
Gutter-Vac Home Services,49.2786298,-122.9046371,not matched
Art Face Optical,49.2848587,-123.1256871,"not matched: 42.88, ['Spicy 6', (49.2848652, -123.125665)]"
Aumakua Integrated Wellness Clinic,49.2781413,-123.1154877,"partially matched: 50.26, ['Pure Integrative Pharmacy', (49.2782724, -123.115403)]"
East Vanity Parlour,49.2810051,-123.0549117,"not matched: 43.15, [""Enzo's Rustico Romano"", (49.2809923, -123.0548633)]"
Browns Socialhouse Kitsilano,49.2680868,-123.1573803,"not matched: 39.2, ['Shoppers Drug Mart', (49.2680899, -123.1576906)]"
Taps & Tacos,49.277144,-122.850474,"not matched: 28.73, ['Tri-City Endodontics', (49.2769105, -122.8512091)]"
Bacci Design,49.2609666,-123.1384753,"not matched: 38.11, ['Fiore', (49.2609085, -123.1382643)]"
Miss Lash,49.2217836,-122.9881824,"not matched: 38.14, ['Tiny Kitchen', (49.2215669, -122.9885007)]"
Sula Indian Restaurant,49.2744339,-123.0691883,"not matched: 45.47, ['The Pizza Castle & Indian Curry', (49.2745826, -123.0693604)]"
Diva At the Met,49.283923,-123.1183181,"not matched: 27.57, ['halal arabic food stand', (49.2842402, -123.1175601)]"
Angus T,49.2762326068,-123.1192336231,"not matched: 43.86, ['Yaletown Laser Centre', (49.2763417, -123.119189)]"
Blenz Coffee,49.2855694486,-123.1231462955,"not matched: 36.34, ['Urban Tea Merchant', (49.2853887, -123.122958)]"
Amorosa Pasta House,49.225848,-122.937306,"not matched: 47.13, ['Sushi Modo', (49.2258829, -122.937359)]"
Oakridge Optometry Clinic,49.2319166,-123.1189116238,not matched
Orijin Yoga,49.2326922,-123.0241758,"not matched: 35.72, ['Kingsway Sushi', (49.232667, -123.0239734)]"
Urban Therapeutics - Registered Massage Therapy,49.2853551,-123.1142166,"not matched: 27.4, ['Quantum Coffee', (49.2850193, -123.1145937)]"
Lever Arms Service,49.2667357,-123.1459117,"not matched: 33.93, ['Novo Pizzeria & Winery', (49.2666232, -123.1454087)]"
Rio Brazilian Steakhouse,49.2782412411,-122.8119339421,"matched: 92.22, ['Rio Brazilian Steak House', (49.2782179, -122.8119643)]"
Line Spa and Polish,49.2635121,-123.1464575,"not matched: 41.16, ['Viet Flavour Restaurant', (49.2635437, -123.1463685)]"
Bandidas Taqueria,49.259773,-123.0700274,"matched: 98.5, ['Bandidas Taqueria', (49.2597756, -123.0700861)]"
Rainbow Nail Studio,49.267,-123.006258,"not matched: 41.95, ['Cuppajoe Coffee Roasters', (49.2670568, -123.0062791)]"
Tim Hortons,49.2846966,-123.1119349,"matched: 87.7, ['Tim Hortons', (49.2850471, -123.112065)]"
Cleopatra Brow Bar,49.2833215841,-122.8261469638,"not matched: 16.57, ['Eagle Ridge Dental Clinic', (49.2832787, -122.827339)]"
Euro Nails Salon,49.2096925,-122.9326295,"not matched: 32.08, ['Sushi Koharu', (49.2094288, -122.9330668)]"
Zocalo Modern Cantina,49.256925,-123.0908729,"not matched: 46.6, ['Los Cuervos Taqueria & Cantina', (49.2574262, -123.0910754)]"
1 Happy Hair Cuts,49.1399615,-122.889531,"not matched: 38.85, ['Shoppers Drug Mart', (49.1396144, -122.8895768)]"
Hokkaido Ramen Santouka,49.290236,-123.133811,"matched: 98.2, ['Hokkaido Ramen Santouka', (49.2902063, -123.1337425)]"
Ganache Patisserie,49.2745949,-123.1242419,"not matched: 38.46, ['Homer Dental Centre', (49.2746225, -123.123982)]"
Capilano Glass & Screens,49.3237989,-123.1164562,"not matched: 19.3, ['La Cucina', (49.3237357, -123.1151229)]"
Yung Ho Soy Drink,49.185369,-123.1344323,not matched
Grubwear,49.2489689192,-123.0737686,"not matched: 35.95, ['Icy Bar', (49.2493978, -123.0739174)]"
Ultra Shine Hand Car Wash & Auto Detailing,49.2689285,-123.1016455,"not matched: 13.0, ['Glory Juice', (49.2690461, -123.1029151)]"
TECHNE Hair and Salon,49.2694046,-123.1053466,"not matched: 28.4, ['The Bubble Tea Shop', (49.2696863, -123.1063556)]"
Aveda Eco Chic Salon & Spa,49.231509,-123.117465,not matched
Biercraft Tap & Tapas,49.2740611,-123.0697946,"not matched: 41.37, ['Thai Basil', (49.2741987, -123.0697248)]"
Kolbeh Deli & Restaurant,49.3175782,-123.0731416,"not matched: 18.22, ['Northview Compounding Pharmacy', (49.3180415, -123.07211)]"
Sweet Memory,49.1796164847,-123.1347892578,"not matched: 38.05, ['Super Stars Cafe', (49.1794685, -123.1351174)]"
Luminous Nail Spa,49.2348657,-123.1610223,"not matched: 33.16, ['Minerva', (49.2347896, -123.1617089)]"
Bistro Verde,49.2822541577,-123.1196801569,"matched: 81.4, ['Bistro Verde', (49.2820205, -123.1204454)]"
Pho Holiday,49.2487312,-122.8631742,"not matched: 36.97, ['Coffee & Vanilla', (49.2488267, -122.863287)]"
Xyclo Vietnamese  Bistro,49.12508,-123.18223,"not matched: 37.33, ['Cucina Piccolo Restaurant', (49.1250437, -123.182526)]"
Looks Wow Face & Body Art,49.236314,-123.044334,"not matched: 24.41, ['Dairy Queen', (49.2359278, -123.044715)]"
Tango's Meats,49.2906387,-123.1369112,"partially matched: 50.83, ['Damso Restaurant', (49.2906257, -123.1369719)]"
Golden Spring Restaurant,49.2625718787,-123.0569906572,"not matched: 46.33, [""Bon's Off Broadway"", (49.2626661, -123.0569099)]"
Bao Down UBC,49.2662070237,-123.2475702837,"not matched: 48.85, ['Down Low Chicken', (49.2662243, -123.2477394)]"
Kalai's Dosa Hut,49.2189937,-123.0911392,"partially matched: 73.4, ['Dosa Hut', (49.2189394, -123.0911857)]"
Empress Hotel,49.2816822,-123.09881,"not matched: 30.05, ['Ovaltine Cafe', (49.2815061, -123.0983493)]"
Dinakis Mediterranean Grill,49.2652631852,-122.7726781368,"matched: 97.9, ['Dinakis Mediterranean Grill', (49.265264, -122.7727609)]"
My Greek Taverna,49.237304,-122.869362,"not matched: 35.74, ['Chevron', (49.2374864, -122.869762)]"
Morgan's Battery Store,49.2845439,-123.1123868,"not matched: 47.46, ['Simon Fraser University - Vancouver Campus', (49.2844778, -123.1123491)]"
Cheesecake Etc,49.2664815327,-123.1385407213,"matched: 93.73, ['Cheesecake etc.', (49.266479, -123.1386694)]"
Café By Tao,49.312055,-123.081012,"not matched: 33.24, ['The Quay', (49.3121292, -123.0815792)]"
33 Acres Brewing,49.2641048,-123.1053154,"not matched: 29.43, ['Elysian Coffee Roasters', (49.2645304, -123.1050298)]"
Ride On Again Bikes,49.2641249,-123.1565276,"not matched: 37.88, ['London Drugs', (49.2637515, -123.1563311)]"
UBC Botanical Garden,49.2540428,-123.2505511,not matched
Westward Ho! Public House & Grill Room,49.2649052161,-123.2279334767,not matched
Nando's,49.1327230224,-123.0991921203,"matched: 99.1, [""Nando's"", (49.1327053, -123.0991859)]"
Sweet Water Wellness & Registered Massage Therapy,49.2048418,-122.9105753,"not matched: 29.22, ['RedBeef Express', (49.205019, -122.909871)]"
Lazzez's Grill Indian Cuisine,49.277355299999996,-122.8047918,"matched: 97.9, [""Lazzez's Grill Indian Cuisine"", (49.277417, -122.804773)]"
Petra Cafe,49.2665761,-123.2428402,"not matched: 45.17, ['Pizza Garden', (49.2664557, -123.2434869)]"
Arbutus North Dental,49.267893,-123.148713,"not matched: 45.78, ['Rain or Shine Ice Cream', (49.2679235, -123.148654)]"
CIBC,49.3233484,-123.0728179,"not matched: 24.3, ['Sadra', (49.3233764, -123.0725666)]"
Alpine Start Outfitters,49.2629434,-123.1062647,"not matched: 36.21, ['Bogo Korean Kitchen', (49.2631873, -123.1062067)]"
Team Fitness,49.3221497,-123.0958007,not matched
Tai Chi Reflexology,49.263454,-123.14211,"not matched: 35.31, ['Obanhmi', (49.263513, -123.142107)]"
Maxim's Bakery,49.2335858,-123.0660277,"not matched: 33.56, ['Starbucks', (49.2335878, -123.06578)]"
Ancora Waterfront Dining and Patio,49.2738285,-123.1325499,"partially matched: 54.25, ['Ancora', (49.2738934, -123.132775)]"
Hakone Sushi Bar,49.2823913,-122.7958868,"not matched: 27.82, ['Urban Gate Bar and Grill', (49.2818962, -122.7963804)]"
The Bayside Lounge,49.2872637779,-123.1415299729,"matched: 88.81, ['Bayside Lounge', (49.2872658, -123.141527)]"
DogWorks Training,49.220063,-122.986372,not matched
Richport Chinese Restaurant,49.191897,-123.097303,not matched
Image Optometry,49.19313,-122.802832,"not matched: 25.73, ['Guilford Recreation Centre', (49.1937013, -122.8022864)]"
Pho Nova,49.170952267,-123.1825460461,"not matched: 38.08, ['Pizza Hut', (49.1709535, -123.1824399)]"
Electric Avenue,49.2592097,-122.8362596,not matched
Apex Hair & Nail Studio,49.2308242,-122.8927083,"not matched: 41.85, ['Le Pizzo Bella', (49.2309625, -122.8929552)]"
Vancouver West Motors,49.2074742,-123.0908519,not matched
Byron's Hair Studio,49.183557,-122.8015222,"not matched: 38.6, ['Browns Social House', (49.183765, -122.8022751)]"
RBC Royal Bank,49.2853217,-123.1134011,"not matched: 19.88, ['Kita no Donburi', (49.2845542, -123.1133241)]"
Craving For A Game,49.1869062,-122.8483085,"not matched: 35.9, ['Orange Julius', (49.1868482, -122.8490317)]"
Ki Sushi,49.2019929,-122.9120575,"matched: 99.1, ['Ki Sushi', (49.2019939, -122.912085)]"
